10000,28841.726135809982,33758.94780851736
10005,25134.36484288543,18578.316740924034
10010,22866.00849348997,17793.7517775802
10015,22852.1763366733,16915.5151970418
10020,23034.37481095932,16307.971626766894
10025,24289.06536764936,18930.374827391
10030,24567.23607782391,16724.961738773076
10035,24876.845653918695,16363.240964238757
10040,24371.544797959537,17529.719506551348
10045,27090.561975486216,16199.058000805726
10050,23668.377803835974,17162.541572315135
10055,23367.31167121855,16949.854932706236
10060,23010.233449938492,17104.59465846578
10065,22248.4786087092,19610.051540371158
10070,21739.457691176907,20069.30250023751
10075,21485.09710590938,35578.27057885674
10080,21549.0518827931,6276.168888279105
10085,21406.76836087055,11049.825084819757
10090,20877.67890346956,17815.970894913175
10095,21777.798696639904,15959.325629633917
10100,24774.239603564864,10650.897473363018
10105,23167.751447839488,8097.529718573212
10110,22139.62712732707,3942.6509541915966
10115,21661.818647996406,4965.865506765962
10120,22169.479692696143,2574.4999550811463
10125,22242.937308747623,5713.488844987563
10130,23293.80145498892,4341.642799099862
10135,24382.017011702163,11831.020950208538
10140,23973.26010900391,24443.955563051768
10145,24317.223233321434,21411.33061836655
10150,32890.453905867864,19808.500837542848
10155,12898.31365988794,26322.99647014717
10160,7553.821170261199,17415.61700170233
10165,5001.815400606316,16029.769418716947
10170,5455.187814498495,14738.382526670199
10175,7967.449092243181,15596.22277253264
10180,12953.253307604084,20973.68061860661
10185,13013.362787754431,16344.723911131938
10190,7282.652926073054,19264.093667257504
10195,8140.672535293519,21376.135850621864
10200,4037.906993431862,22002.42087286819
10205,2284.5454881032456,19281.724815301626
10210,4356.52401399994,13869.819028978349
10215,6710.2294562705265,11845.881654767329
10220,37001.637563901415,18585.66292361823
10225,6136.3267704449245,12906.315564387263
10230,3022.6181701223045,12089.96386138396
10235,5047.922583532393,12848.18813454919
10240,4259.714183666121,10349.456543446498
10245,2814.6554230759916,10738.11457712332
10250,3026.1292006012623,11189.36086294068
10255,2871.8058813438706,11595.66202865969
10260,4335.143065071176,11426.248872466444
10265,7454.775289887068,11367.867688496477
10270,7122.136500648268,11582.841635193603
10275,7609.693518892156,12631.738959127048
10280,32654.064190639645,13594.51682911556
10285,50343.71219680183,13560.536457060298
10290,38847.366916578234,14425.67771695921
10295,32582.28183695248,26312.05970745244
10300,36835.34153607917,13936.477504171587
10305,45156.984365054945,14882.120609419067
10310,29481.031974957838,11961.904451227874
10315,28575.218382340707,14777.163182859613
10320,27905.76969895229,14364.124694177412
10325,27520.695037962145,13966.49759041709
10330,27296.393793836,15072.415862209578
10335,27697.40255517738,14858.31968800812
10340,26864.994389115276,14889.137223382735
10345,26199.33606180874,11666.679594581488
10350,26268.561749631903,20400.148478939365
10355,26233.9895235169,12211.960019690714
10360,24584.868136994017,34767.866997001845
10365,25620.25573167115,22265.046943372985
10370,24528.165296356874,21570.583912593866
10375,32988.632950489526,29699.493270126757
10380,21530.78484733602,18795.330317408898
10385,22937.1203701465,17273.106464724246
10390,22374.04708148282,16828.929849347063
10395,22664.416539405203,16091.329610038323
10400,25505.27492616122,16221.193427874623
10405,24262.73175996708,16094.89104901652
10410,24459.23301741031,15724.480424207519
10415,25141.30451925767,17317.99893788628
