Time,Channel A
(s),(mV)

0.71697601,-14.54232000
0.71774201,-14.52387000
0.71850801,-14.48696000
0.71927401,-14.42544000
0.72004001,-14.35162000
0.72080601,-14.27165000
0.72157201,-14.19783000
0.72233801,-14.11786000
0.72310401,-14.03174000
0.72387001,-13.96407000
0.72463601,-13.90256000
0.72540201,-13.83489000
0.72616801,-13.74877000
0.72693401,-13.64419000
0.72770001,-13.52731000
0.72846601,-13.40428000
0.72923201,-13.27510000
0.72999801,-13.15207000
0.73076401,-13.04749000
0.73153001,-12.96137000
0.73229601,-12.89370000
0.73306201,-12.85064000
0.73382801,-12.80143000
0.73459401,-12.74606000
0.73536001,-12.67840000
0.73612601,-12.59227000
0.73689201,-12.48770000
0.73765801,-12.37697000
0.73842401,-12.27854000
0.73919001,-12.18627000
0.73995601,-12.13706000
0.74072201,-12.09400000
0.74148801,-12.05709000
0.74225401,-12.01402000
0.74302001,-11.97096000
0.74378601,-11.90945000
0.74455201,-11.84178000
0.74531801,-11.76796000
0.74608401,-11.69414000
0.74685001,-11.62032000
0.74761601,-11.57726000
0.74838201,-11.53420000
0.74914801,-11.49114000
0.74991401,-11.44193000
0.75068001,-11.38041000
0.75144601,-11.32505000
0.75221201,-11.25123000
0.75297801,-11.17741000
0.75374401,-11.09129000
0.75451001,-10.99901000
0.75527601,-10.90059000
0.75604201,-10.79601000
0.75680801,-10.70374000
0.75757401,-10.61762000
0.75834001,-10.53765000
0.75910601,-10.45768000
0.75987201,-10.36540000
0.76063801,-10.27313000
0.76140401,-10.17470000
0.76217001,-10.08243000
0.76293601,-9.97785300
0.76370201,-9.88558000
0.76446801,-9.79945900
0.76523401,-9.72563900
0.76600001,-9.65182000
0.76676601,-9.57185000
0.76753201,-9.48572700
0.76829801,-9.39345400
0.76906401,-9.29502900
0.76983001,-9.19660400
0.77059601,-9.10433000
0.77136201,-9.01205700
0.77212801,-8.91363100
0.77289401,-8.82750900
0.77366001,-8.74753900
0.77442601,-8.67371900
0.77519201,-8.59375000
0.77595801,-8.50762700
0.77672401,-8.40920300
0.77749001,-8.29232200
0.77825601,-8.16929100
0.77902201,-8.03395600
0.77978801,-7.89862200
0.78055401,-7.77559000
0.78132001,-7.64025500
0.78208601,-7.51722400
0.78285201,-7.41264700
0.78361801,-7.29576700
0.78438401,-7.17888700
0.78515001,-7.05585600
0.78591601,-6.90206700
0.78668201,-6.74827700
0.78744801,-6.58833600
0.78821401,-6.42839500
0.78898001,-6.28075700
0.78974601,-6.15157400
0.79051201,-6.02239100
0.79127801,-5.91166300
0.79204401,-5.79478300
0.79281001,-5.68405400
0.79357601,-5.56102300
0.79434201,-5.43799200
0.79510801,-5.31496000
0.79587401,-5.18577700
0.79664001,-5.05659400
0.79740601,-4.93971400
0.79817201,-4.82898600
0.79893801,-4.74286400
0.79970401,-4.66289300
0.80047001,-4.58292300
0.80123601,-4.50295200
0.80200201,-4.40452700
0.80276801,-4.28764700
0.80353401,-4.16461600
0.80430001,-4.03543200
0.80506601,-3.91240100
0.80583201,-3.80167300
0.80659801,-3.70939900
0.80736401,-3.62327700
0.80813001,-3.52485200
0.80889601,-3.43873000
0.80966201,-3.34030500
0.81042801,-3.23572800
0.81119401,-3.12500000
0.81196001,-3.03887800
0.81272601,-2.95275600
0.81349201,-2.86663400
0.81425801,-2.78666300
0.81502401,-2.73129900
0.81579001,-2.70054100
0.81655601,-2.65748000
0.81732201,-2.61441900
0.81808801,-2.57135800
0.81885401,-2.52214600
0.81962001,-2.46063000
0.82038601,-2.39911400
0.82115201,-2.31299200
0.82191801,-2.23917300
0.82268401,-2.17765700
0.82345001,-2.13459600
0.82421601,-2.09153500
0.82498201,-2.05462600
0.82574801,-2.00541300
0.82651401,-1.96850400
0.82728001,-1.90698800
0.82804601,-1.85162400
0.82881201,-1.78395700
0.82957801,-1.72244100
0.83034401,-1.66092500
0.83111001,-1.60556100
0.83187601,-1.56250000
0.83264201,-1.53174200
0.83340801,-1.48253000
0.83417401,-1.44562000
0.83494001,-1.39640700
0.83570601,-1.33489200
0.83647201,-1.26722400
0.83723801,-1.20570900
0.83800401,-1.14419300
0.83877001,-1.10113200
0.83953601,-1.07652500
0.84030201,-1.05191900
0.84106801,-1.02116100
0.84183401,-0.99040350
0.84260001,-0.96579720
0.84336601,-0.94119090
0.84413201,-0.92273620
0.84489801,-0.89812980
0.84566401,-0.86737200
0.84643001,-0.83046260
0.84719601,-0.79970470
0.84796201,-0.78124990
0.84872801,-0.78124990
0.84949401,-0.78124990
0.85026001,-0.78124990
0.85102601,-0.76894680
0.85179201,-0.76279520
0.85255801,-0.74434050
0.85332401,-0.71973420
0.85409001,-0.69512790
0.85485601,-0.67052160
0.85562201,-0.62746060
0.85638801,-0.59055110
0.85715401,-0.56594490
0.85792001,-0.54749010
0.85868601,-0.51673230
0.85945201,-0.48597440
0.86021801,-0.44906490
0.86098401,-0.41215550
0.86175001,-0.35679130
0.86251601,-0.30757870
0.86328201,-0.26451770
0.86404801,-0.22145670
0.86481401,-0.19685040
0.86558001,-0.17224410
0.86634601,-0.15378940
0.86711201,-0.12303150
0.86787801,-0.09227362
0.86864401,-0.04921259
0.86941001,-0.01230315
0.87017601,0.04306102
0.87094201,0.09842519
0.87170801,0.15378940
0.87247401,0.19685040
0.87324001,0.23375980
0.87400601,0.27066930
0.87477201,0.30142710
0.87553801,0.33218500
0.87630401,0.35063970
0.87707001,0.36909450
0.87783601,0.38754920
0.87860201,0.41215550
0.87936801,0.43061020
0.88013401,0.44291340
0.88090001,0.43676180
0.88166601,0.41830710
0.88243201,0.39370070
0.88319801,0.35679130
0.88396401,0.31988190
0.88473001,0.29527560
0.88549601,0.29527560
0.88626201,0.28297240
0.88702801,0.27682080
0.88779401,0.25836610
0.88856001,0.24606300
0.88932601,0.22145670
0.89009201,0.17224410
0.89085801,0.13533460
0.89162401,0.07997046
0.89239001,0.03690945
0.89315601,-0.01845472
0.89392201,-0.05536417
0.89468801,-0.07997046
0.89545401,-0.11072830
0.89622001,-0.14148620
0.89698601,-0.16609250
0.89775201,-0.19069880
0.89851801,-0.22760820
0.89928401,-0.26451770
0.90005001,-0.28912400
0.90081601,-0.31988190
0.90158201,-0.33218500
0.90234801,-0.33218500
0.90311401,-0.32603340
0.90388001,-0.31988190
0.90464601,-0.30757870
0.90541201,-0.29527560
0.90617801,-0.28912400
0.90694401,-0.30142710
0.90771001,-0.31373030
0.90847601,-0.30757870
0.90924201,-0.28912400
0.91000801,-0.26451770
0.91077401,-0.22145670
0.91154001,-0.17224410
0.91230601,-0.12918310
0.91307201,-0.08612204
0.91383801,-0.03690945
0.91460401,0.00000000
0.91537001,0.00615157
0.91613601,0.01845472
0.91690201,0.01845472
0.91766801,0.03075787
0.91843401,0.04921259
0.91920001,0.07997046
0.91996601,0.11687990
0.92073201,0.14763780
0.92149801,0.17839570
0.92226401,0.20915350
0.92303001,0.22145670
0.92379601,0.21530510
0.92456201,0.21530510
0.92532801,0.21530510
0.92609401,0.21530510
0.92686001,0.22760820
0.92762601,0.24606300
0.92839201,0.27066930
0.92915801,0.30757870
0.92992401,0.33218500
0.93069001,0.34448820
0.93145601,0.35679130
0.93222201,0.36294290
0.93298801,0.36909450
0.93375401,0.36294290
0.93452001,0.36909450
0.93528601,0.39370070
0.93605201,0.43676180
0.93681801,0.49827750
0.93758401,0.54749010
0.93835001,0.60285430
0.93911601,0.65206690
