Time,Channel A
(s),(mV)

0.62122601,-9.63644100
0.62199201,-9.52879000
0.62275801,-9.41498500
0.62352401,-9.29502900
0.62429001,-9.15354300
0.62505601,-9.02743600
0.62582201,-8.93208600
0.62658801,-8.82750900
0.62735401,-8.71678100
0.62812001,-8.60297700
0.62888601,-8.48917200
0.62965201,-8.36306600
0.63041801,-8.23388200
0.63118401,-8.07701800
0.63195001,-7.89554500
0.63271601,-7.69869500
0.63348201,-7.52645100
0.63424801,-7.36958600
0.63501401,-7.24655500
0.63578001,-7.13275100
0.63654601,-7.02817400
0.63731201,-6.92052100
0.63807801,-6.81902000
0.63884401,-6.69906400
0.63961001,-6.55757800
0.64037601,-6.39148600
0.64114201,-6.24077200
0.64190801,-6.08698300
0.64267401,-5.94857300
0.64344001,-5.83476800
0.64420601,-5.74249500
0.64497201,-5.70251000
0.64573801,-5.69020700
0.64650401,-5.66560000
0.64727001,-5.61331200
0.64803601,-5.50873500
0.64880201,-5.38570400
0.64956801,-5.24729300
0.65033401,-5.10273100
0.65110001,-4.95509300
0.65186601,-4.81360700
0.65263201,-4.68442400
0.65339801,-4.56139200
0.65416401,-4.43836100
0.65493001,-4.30917800
0.65569601,-4.17999500
0.65646201,-4.06003900
0.65722801,-3.94008300
0.65799401,-3.82012800
0.65876001,-3.69402100
0.65952601,-3.55561000
0.66029201,-3.40489600
0.66105801,-3.24803100
0.66182401,-3.10346900
0.66259001,-2.96505900
0.66335601,-2.84510300
0.66412201,-2.73129900
0.66488801,-2.60826800
0.66565401,-2.46370600
0.66642001,-2.31606800
0.66718601,-2.20226400
0.66795201,-2.10691400
0.66871801,-1.98695800
0.66948401,-1.84239700
0.67025001,-1.68245600
0.67101601,-1.50713600
0.67178201,-1.32566400
0.67254801,-1.11958700
0.67331401,-0.89812980
0.67408001,-0.68282480
0.67484601,-0.47367120
0.67561201,-0.27066930
0.67637801,-0.05536417
0.67714401,0.17531990
0.67791001,0.41523130
0.67867601,0.63976370
0.67944201,0.85506890
0.68020801,1.08575300
0.68097401,1.31643700
0.68174001,1.53481800
0.68250601,1.76857800
0.68327201,1.99003400
0.68403801,2.20533900
0.68480401,2.40219000
0.68557001,2.59288900
0.68633601,2.79589100
0.68710201,3.02042300
0.68786801,3.24495600
0.68863401,3.49409400
0.68940001,3.73400600
0.69016601,3.93085600
0.69093201,4.07541800
0.69169801,4.19537400
0.69246401,4.28149600
0.69323001,4.37684500
0.69399601,4.47527100
0.69476201,4.55831700
0.69552801,4.61983300
0.69629401,4.67519700
0.69706001,4.76131800
0.69782601,4.85359200
0.69859201,4.93663800
0.69935801,5.03198800
0.70012401,5.12118600
0.70089001,5.20115600
0.70165601,5.29650500
0.70242201,5.41953700
0.70318801,5.54564400
0.70395401,5.71173700
0.70472001,5.89936000
0.70548601,6.08698300
0.70625201,6.26845500
0.70701801,6.45300100
0.70778401,6.65908000
0.70855001,6.83132300
0.70931601,6.96665800
0.71008201,7.06508400
0.71084801,7.10506800
0.71161401,7.12044700
0.71238001,7.12967500
0.71314601,7.15735700
0.71391201,7.19119100
0.71467801,7.24040300
0.71544401,7.30191900
0.71621001,7.36343400
0.71697601,7.43110200
0.71774201,7.49569300
0.71850801,7.53875400
0.71927401,7.54490600
0.72004001,7.51107200
0.72080601,7.47416300
0.72157201,7.44032900
0.72233801,7.39726800
0.72310401,7.32960100
0.72387001,7.24655500
0.72463601,7.14197800
0.72540201,7.00356800
0.72616801,6.86208100
0.72693401,6.70829200
0.72770001,6.54527500
0.72846601,6.43147100
0.72923201,6.36687900
0.72999801,6.30536400
0.73076401,6.26230300
0.73153001,6.22231800
0.73229601,6.12389200
0.73306201,5.99163300
0.73382801,5.87782900
0.73459401,5.77017700
0.73536001,5.65637300
0.73612601,5.57947800
0.73689201,5.55179600
0.73765801,5.57025100
0.73842401,5.65022100
0.73919001,5.76402500
0.73995601,5.89013200
0.74072201,5.99163300
0.74148801,6.08698300
0.74225401,6.16695300
0.74302001,6.24692400
0.74378601,6.31459100
0.74455201,6.39456100
0.74531801,6.49606300
0.74608401,6.63139700
0.74685001,6.77903500
0.74761601,6.91129400
0.74838201,7.00356800
0.74914801,7.04662800
0.74991401,7.08046200
0.75068001,7.11122000
0.75144601,7.16043300
0.75221201,7.24347900
0.75297801,7.36035900
0.75374401,7.50184500
0.75451001,7.64948300
0.75527601,7.80327200
0.75604201,7.97244000
0.75680801,8.13853400
0.75757401,8.29847400
0.75834001,8.46149100
0.75910601,8.62450800
0.75987201,8.78444900
0.76063801,8.95054100
0.76140401,9.12893600
0.76217001,9.31963500
0.76293601,9.50418300
0.76370201,9.66719900
0.76446801,9.79945900
0.76523401,9.89788300
0.76600001,9.98400600
0.76676601,10.03937000
0.76753201,10.06705000
0.76829801,10.06705000
0.76906401,10.06398000
0.76983001,10.05475000
0.77059601,10.04552000
0.77136201,10.03014000
0.77212801,10.01169000
0.77289401,9.98708100
0.77366001,9.95632300
0.77442601,9.88865600
0.77519201,9.76870100
0.77595801,9.63336600
0.77672401,9.50725700
0.77749001,9.39960600
0.77825601,9.28580200
0.77902201,9.17507300
0.77978801,9.09817800
0.78055401,9.04281500
0.78132001,9.00590400
0.78208601,8.99052500
0.78285201,8.98129900
0.78361801,8.99052500
0.78438401,8.99667800
0.78515001,8.99667800
0.78591601,8.98437400
0.78668201,8.99052500
0.78744801,9.03358700
0.78821401,9.10125400
0.78898001,9.18737600
0.78974601,9.27657400
0.79051201,9.38115100
0.79127801,9.49495500
0.79204401,9.60568300
0.79281001,9.72563900
0.79357601,9.85174700
0.79434201,10.00246000
0.79510801,10.17470000
0.79587401,10.34387000
0.79664001,10.51612000
0.79740601,10.66991000
0.79817201,10.80524000
0.79893801,10.92827000
0.79970401,11.04208000
0.80047001,11.12820000
0.80123601,11.21740000
0.80200201,11.31582000
0.80276801,11.42655000
0.80353401,11.56188000
0.80430001,11.73413000
0.80506601,11.91560000
0.80583201,12.09400000
0.80659801,12.26932000
0.80736401,12.43848000
0.80813001,12.59535000
0.80889601,12.73991000
0.80966201,12.87217000
0.81042801,12.99213000
0.81119401,13.10593000
0.81196001,13.21358000
0.81272601,13.32431000
0.81349201,13.42581000
0.81425801,13.53346000
0.81502401,13.62574000
0.81579001,13.70878000
0.81655601,13.77953000
0.81732201,13.82874000
0.81808801,13.87180000
0.81885401,13.90256000
0.81962001,13.92717000
0.82038601,13.96100000
0.82115201,13.99483000
0.82191801,14.03789000
0.82268401,14.06557000
0.82345001,14.09633000
0.82421601,14.09941000
0.82498201,14.07480000
0.82574801,14.01636000
0.82651401,13.92409000
0.82728001,13.80106000
0.82804601,13.66880000
0.82881201,13.53039000
0.82957801,13.41658000
0.83034401,13.30585000
0.83111001,13.22589000
0.83187601,13.13669000
0.83264201,13.05364000
0.83340801,12.94599000
0.83417401,12.81065000
0.83494001,12.63841000
0.83570601,12.44464000
0.83647201,12.22625000
0.83723801,12.01402000
0.83800401,11.81410000
0.83877001,11.62648000
